review,rating,date,bank,source,review_clean
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,google_play,"after the recent updates, i am unable to download a receipt. i can't see the names of account holders i've previously transacted with. very important. please fix it asap."
wow 😘😘😘,4,2025-11-02,CBE,google_play,wow 😘😘😘
mobile banking broblem,5,2025-11-01,CBE,google_play,mobile banking broblem
good job,5,2025-11-01,CBE,google_play,good job
it is a good and clear apps to use,4,2025-10-31,CBE,google_play,it is a good and clear apps to use
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,CBE,google_play,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,CBE,google_play,i love this app b/c every option in the app very clear and supportive.
niiceh,5,2025-10-29,CBE,google_play,niiceh
the app is good but their is no dark mode you have to add it,3,2025-10-29,CBE,google_play,the app is good but their is no dark mode you have to add it
🤮,1,2025-10-29,CBE,google_play,🤮
abdulakim abrahim elemoo,5,2025-10-29,CBE,google_play,abdulakim abrahim elemoo
strong,5,2025-10-28,CBE,google_play,strong
Abebaw Zenebe,5,2025-10-28,CBE,google_play,abebaw zenebe
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,google_play,good i love it keep it up but if we had a new update that will be fire soo good
Cbe,5,2025-10-27,CBE,google_play,cbe
Active and granted system,5,2025-10-27,CBE,google_play,active and granted system
fast app,4,2025-10-27,CBE,google_play,fast app
cool 😎,5,2025-10-27,CBE,google_play,cool 😎
Galaxy A10s,3,2025-10-26,CBE,google_play,galaxy a10s
the best apps,5,2025-10-26,CBE,google_play,the best apps
arif app new,5,2025-10-26,CBE,google_play,arif app new
laga Bari biranch,5,2025-10-26,CBE,google_play,laga bari biranch
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,CBE,google_play,ነነሠነሠሠነሠሠሠሠነየነ
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,CBE,google_play,i would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.
Attractive,5,2025-10-25,CBE,google_play,attractive
mite,5,2025-10-24,CBE,google_play,mite
useful,5,2025-10-24,CBE,google_play,useful
"not good, not bad!",3,2025-10-23,CBE,google_play,"not good, not bad!"
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,CBE,google_play,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ
imp,5,2025-10-22,CBE,google_play,imp
super fast app,5,2025-10-21,CBE,google_play,super fast app
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,google_play,"the app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. it also forces users to turn off developer options, which is unnecessary — other banking apps work fine without that. many people use developer mode for normal reasons. please fix performance issues, remove this restriction, and add biometric login for better security and convenience"
cbe,4,2025-10-18,CBE,google_play,cbe
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,CBE,google_play,"it says ""ti is work any more in your device"" what can i do??"
blah blah blah,5,2025-10-18,CBE,google_play,blah blah blah
bad ግዴታ መሆንሁ,1,2025-10-17,CBE,google_play,bad ግዴታ መሆንሁ
CBE no.1,5,2025-10-17,CBE,google_play,cbe no.1
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,CBE,google_play,"it's not work correctly when it's needed sometimes, but it works sometimes though"
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,google_play,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.
gooof,5,2025-10-16,CBE,google_play,gooof
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,google_play,"suddenly the cbe application i was using stopped working and called callcenter, i was told it's because it expired and i should vist any branch to fix it. so i went to cbe silassie branch.after filling a form they gave me, i sat down and waited until they finish fixing 2 customer's case who arrived before me. but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i left.with no service.why?"
still not perfect like before,1,2025-10-15,CBE,google_play,still not perfect like before
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,google_play,this app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. i think it is a risk full app😭😭😭🤤🤤
APPLIED,1,2025-10-14,CBE,google_play,applied
10 years ago,4,2025-10-14,CBE,google_play,10 years ago
Asefa Obsa,5,2025-10-14,CBE,google_play,asefa obsa
very slow,1,2025-10-14,CBE,google_play,very slow
berhan deriba wami,4,2025-10-14,CBE,google_play,berhan deriba wami
mahamad Usman,5,2025-10-13,CBE,google_play,mahamad usman
Erako,5,2025-10-13,CBE,google_play,erako
🔥🔥🔥🔥🔥,5,2025-10-13,CBE,google_play,🔥🔥🔥🔥🔥
opne,5,2025-10-13,CBE,google_play,opne
mehommd nuri,5,2025-10-13,CBE,google_play,mehommd nuri
providing very secure service.,5,2025-10-12,CBE,google_play,providing very secure service.
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,CBE,google_play,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,CBE,google_play,ዳር ኑሮ ላለው ኣፍሪቻን ው
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,CBE,google_play,riyad mohammed abaoli 92 527 2567
