review,rating,date,bank,source,review_clean
best app and easy to use,5,2025-08-23,CBE,google_play,best app and easy to use
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,google_play,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working
List of transactions can't load over months and years..,1,2025-08-23,CBE,google_play,list of transactions can't load over months and years..
transferring money to telebirr is not working,1,2025-08-23,CBE,google_play,transferring money to telebirr is not working
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,google_play,i don't like this app and there service fee is highl
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,google_play,አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.
this application do not show over all transaction history,3,2025-08-23,CBE,google_play,this application do not show over all transaction history
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,google_play,this app is very nice but statment history is very shiort atlist add 15 days
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,google_play,"this app stooped working after i updated it. it says change password and i did, but it doesn't open with the new password. i don't like it."
best and secured application,5,2025-08-23,CBE,google_play,best and secured application
This application is excellent .,5,2025-08-22,CBE,google_play,this application is excellent .
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,google_play,"the new update is very bugged. can't view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap"
Thise App is Great,5,2025-08-22,CBE,google_play,thise app is great
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,google_play,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,google_play,"i love this app. really, but with some downsides too. screenshot is mandatory after every transaction as to me, i need screenshots not downloaded recipient. it would be even better if transaction history is available via this app for months that we can access directly or via calender ways. thanks."
it is good app,5,2025-08-22,CBE,google_play,it is good app
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,google_play,good and always try to make new updats 🙏👍
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,google_play,"i use the commercial bank of ethiopia mobile app, and it’s fantastic! the interface is user-friendly, making it easy to check balances and transfer money. i love the bill payment feature, and the security measures give me peace of mind. overall, it’s a reliable app that has simplified my banking experience. highly recommend!"
i don' want,5,2025-08-22,CBE,google_play,i don' want
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,google_play,"it's very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!"
one of the best,5,2025-08-22,CBE,google_play,one of the best
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,google_play,"why is it every time the app is updated history of previous account numbers keeps missing , why??"
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,google_play,you guys charge way to much when we transfer money from cbe to telebirr via this app
not bad apk,1,2025-08-21,CBE,google_play,not bad apk
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,google_play,yes these app is so good for our saving and marketing system go ethiopia go!!!
best mobile banking App that have seen .,5,2025-08-21,CBE,google_play,best mobile banking app that have seen .
It's very helpful apps,5,2025-08-21,CBE,google_play,it's very helpful apps
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,google_play,every major update means you have to go back to ethiopia to make the app work. in 2025?
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,google_play,"unable to connect, pls. improve the system"
well app,5,2025-08-20,CBE,google_play,well app
"Smart service But, your service charge is too high",5,2025-08-20,CBE,google_play,"smart service but, your service charge is too high"
perfect 👌 keep,5,2025-08-20,CBE,google_play,perfect 👌 keep
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,google_play,"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም"""""
excellent plus,5,2025-08-20,CBE,google_play,excellent plus
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,google_play,would be great if it displays service fees before proceeding with transaction.
so disappointing :((,1,2025-08-20,CBE,google_play,so disappointing :((
what nice app i never usedyet,4,2025-08-20,CBE,google_play,what nice app i never usedyet
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,google_play,ke gizew ga emihed astemamagn metegberya
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,google_play,"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person."
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,google_play,send money for some account but don't reserved ball
very good🙏🙏,5,2025-08-19,CBE,google_play,very good🙏🙏
I recognized thank you,5,2025-08-19,CBE,google_play,i recognized thank you
Best feature!!,5,2025-08-19,CBE,google_play,best feature!!
the saved account totally removed ..why????????,1,2025-08-19,CBE,google_play,the saved account totally removed ..why????????
good bank Ethiopian very nic,5,2025-08-18,CBE,google_play,good bank ethiopian very nic
this good app but screenshot must enable,4,2025-08-18,CBE,google_play,this good app but screenshot must enable
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,google_play,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::
change mobile banking CBE,5,2025-08-18,CBE,google_play,change mobile banking cbe
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,google_play,the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.
Adisi Deti,5,2025-08-17,CBE,google_play,adisi deti
this app is the good apps,5,2025-08-17,CBE,google_play,this app is the good apps
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,google_play,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት
congra ethio,5,2025-08-15,CBE,google_play,congra ethio
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,google_play,እንዲሁ ነው የሰተኋችሁ ለሞራል
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,google_play,i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,google_play,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏"
this APK Best for most of people,5,2025-08-13,CBE,google_play,this apk best for most of people
good keep it up,5,2025-08-13,CBE,google_play,good keep it up
very nice app,5,2025-08-12,CBE,google_play,very nice app
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,google_play,most of the time either the app or *889# don't work
cbe. noor,2,2025-08-12,CBE,google_play,cbe. noor
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,google_play,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,google_play,በጣም አሪፍ ነው በርቱልን
this is so good,5,2025-08-11,CBE,google_play,this is so good
❤❤❤❤❤😂,5,2025-08-10,CBE,google_play,❤❤❤❤❤😂
Very interesting 🤔,5,2025-08-10,CBE,google_play,very interesting 🤔
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,google_play,very good app 👍👍👍 time saving and more accurate
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,google_play,"i like your app to order atm card through it, i get it new on your app"
very bad app,1,2025-08-09,CBE,google_play,very bad app
good 👍,5,2025-08-09,CBE,google_play,good 👍
it is the best transferring AP,5,2025-08-08,CBE,google_play,it is the best transferring ap
it's good but add some more please,3,2025-08-08,CBE,google_play,it's good but add some more please
best servis app,4,2025-08-07,CBE,google_play,best servis app
very useful to use it from any where in the world !,5,2025-08-07,CBE,google_play,very useful to use it from any where in the world !
it very good but why block the screen shoot,5,2025-08-07,CBE,google_play,it very good but why block the screen shoot
"the most disgusting app,",1,2025-08-07,CBE,google_play,"the most disgusting app,"
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,google_play,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,google_play,"unexpected anomalies, unreliable as fintec app"
best one,5,2025-08-05,CBE,google_play,best one
awesome,5,2025-08-05,CBE,google_play,awesome
so good,5,2025-08-04,CBE,google_play,so good
worst experience,1,2025-08-04,CBE,google_play,worst experience
The 1st one is CBE,5,2025-08-04,CBE,google_play,the 1st one is cbe
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,google_play,"this is the worst app that could exist on the planet, omg it literally crashes every month"
CBE,5,2025-08-04,CBE,google_play,cbe
Nise,5,2025-08-04,CBE,google_play,nise
commercial Bank 🏦,5,2025-08-04,CBE,google_play,commercial bank 🏦
goood werk,5,2025-08-03,CBE,google_play,goood werk
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,google_play,ብዙ ጊዜ ያስቸግራል አይሰራም error now milew
the best application for ours,5,2025-08-03,CBE,google_play,the best application for ours
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,google_play,our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.
screenshot problem must be fixed!!,4,2025-08-02,CBE,google_play,screenshot problem must be fixed!!
it's very nice app,5,2025-08-02,CBE,google_play,it's very nice app
best and fast,5,2025-08-02,CBE,google_play,best and fast
The best one ever i've seen.,5,2025-08-01,CBE,google_play,the best one ever i've seen.
በጣም ጥሩ,5,2025-08-01,CBE,google_play,በጣም ጥሩ
The sum is good.,5,2025-08-01,CBE,google_play,the sum is good.
it is good,5,2025-07-30,CBE,google_play,it is good
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,google_play,they been freezing a transfered money till the time they chose chose it to be delivered bruh
how updated this app,5,2025-07-30,CBE,google_play,how updated this app
yase,5,2025-07-30,CBE,google_play,yase
"ok ,",5,2025-07-29,CBE,google_play,"ok ,"
Time is Gold,5,2025-07-28,CBE,google_play,time is gold
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,google_play,this app is so amazing a use it every time when i make payments
Mobeli.bank,5,2025-07-27,CBE,google_play,mobeli.bank
thanks CBE,5,2025-07-25,CBE,google_play,thanks cbe
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,google_play,"i am using this service from abroad, which i have active account in ethiopia. anytime i want support family, i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. they can easily send money from their abroad bank account to their ceb, awash,oromia bank whatever. 2nd, they don't need family to withdraw money for them to use it. they have privacy."
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,google_play,በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,google_play,v͟e͟r͟y͟ g͟o͟o͟ d͟
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,google_play,commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution
there is many thing u have to fix.,1,2025-07-24,CBE,google_play,there is many thing u have to fix.
Excellent App,4,2025-07-24,CBE,google_play,excellent app
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,google_play,"this is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️"
በጣምጥሩ,4,2025-07-21,CBE,google_play,በጣምጥሩ
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,google_play,"good job, but we need to see more transaction history."
full of restrictions,1,2025-07-20,CBE,google_play,full of restrictions
The best one,5,2025-07-20,CBE,google_play,the best one
nice apps,5,2025-07-20,CBE,google_play,nice apps
why i cant screen shoot ?,1,2025-07-20,CBE,google_play,why i cant screen shoot ?
Really excellent,5,2025-07-19,CBE,google_play,really excellent
nice apk,5,2025-07-19,CBE,google_play,nice apk
it is good up to now but it needs update today,5,2025-07-18,CBE,google_play,it is good up to now but it needs update today
አውርድ,5,2025-07-18,CBE,google_play,አውርድ
okay,5,2025-07-18,CBE,google_play,okay
very aazing,5,2025-07-18,CBE,google_play,very aazing
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,google_play,እስክሪን ሹት አይሰራም ለምን ተዘጋ?
simple to use and amazing,5,2025-07-17,CBE,google_play,simple to use and amazing
Best app ever,5,2025-07-17,CBE,google_play,best app ever
this app good,4,2025-07-17,CBE,google_play,this app good
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,google_play,"i like this app b/s it's fast, clear, and secured. thank you"
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,google_play,"although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄. if you have certain security requirements, you would rather prefer to restrict the minsdk (since recent android releases are secure)."
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,google_play,difficult to transfer between accounts even settling tax obligations. system error notification more frequent.
chala bodena,2,2025-07-15,CBE,google_play,chala bodena
ebc app not work or unable to connect server,1,2025-07-15,CBE,google_play,ebc app not work or unable to connect server
i love this app,5,2025-07-14,CBE,google_play,i love this app
"excellent application, user friendly...nice one",5,2025-07-14,CBE,google_play,"excellent application, user friendly...nice one"
Okay 👍,5,2025-07-13,CBE,google_play,okay 👍
why can't I transfer money to telebirr?,4,2025-07-12,CBE,google_play,why can't i transfer money to telebirr?
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,google_play,cbe mobile banking make us our life easier.
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,google_play,"i can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature."
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,google_play,"it's a nice app""and buy to pay then simple for money transaction 10q cbe."
"amzing app, so 10Q",5,2025-07-11,CBE,google_play,"amzing app, so 10q"
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,google_play,"the cbe mb app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and ussd."
It is user friendly.,4,2025-07-11,CBE,google_play,it is user friendly.
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,google_play,application አንዳንዴ ቀርፋፋ ነው። ለምን ?
option app mobile banking,5,2025-07-09,CBE,google_play,option app mobile banking
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,google_play,very poor and even not sho the balance and transaction history
እሽ,5,2025-07-07,CBE,google_play,እሽ
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,google_play,this is very good app but what is bucket override i don't get
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,google_play,the best of mobile banking in ethiopia 🇪🇹
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,google_play,"it's just a basic app, you could do a lot better i couldn't see my 2 months statement even"
don't work,1,2025-07-05,CBE,google_play,don't work
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,google_play,የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።
nice !,4,2025-07-05,CBE,google_play,nice !
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,google_play,samsung s05 have no government utility payment options please fix on the next update
v.good,5,2025-07-04,CBE,google_play,v.good
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,google_play,"it is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number"
it's good app.,5,2025-07-03,CBE,google_play,it's good app.
It is fast and best service. Go a head!,5,2025-07-02,CBE,google_play,it is fast and best service. go a head!
"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,google_play,"this app is not reliable for transferring money to other banks or money transfer apps. it will take your money but not deliver it, and for confirmation, it takes three days to refund."
it is best app,5,2025-07-02,CBE,google_play,it is best app
"The worst Bank, system and app ever in Ethiopia.",1,2025-07-02,CBE,google_play,"the worst bank, system and app ever in ethiopia."
please update the security policy. we can't take a SCREENSHOTS!,3,2025-07-02,CBE,google_play,please update the security policy. we can't take a screenshots!
very very good,4,2025-07-01,CBE,google_play,very very good
"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,google_play,"it's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch."
its very nice app,5,2025-07-01,CBE,google_play,its very nice app
fast and easy to use,3,2025-07-01,CBE,google_play,fast and easy to use
I really like this application it's easy to use and reliable,5,2025-07-01,CBE,google_play,i really like this application it's easy to use and reliable
best application but is not available strong security .,5,2025-07-01,CBE,google_play,best application but is not available strong security .
very good thanks for services,1,2025-06-30,CBE,google_play,very good thanks for services
Good!,5,2025-06-29,CBE,google_play,good!
I like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,google_play,i like this app bcz of this is very simple and easy to use
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,google_play,this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-29,CBE,google_play,for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,google_play,"trasaction history needs to be more detailed,"
safe secure fast,5,2025-06-28,CBE,google_play,safe secure fast
atashkabte,1,2025-06-28,CBE,google_play,atashkabte
best mobile banking app,5,2025-06-26,CBE,google_play,best mobile banking app
this app has a problem,1,2025-06-26,CBE,google_play,this app has a problem
Best of all,5,2025-06-26,CBE,google_play,best of all
excellent services,5,2025-06-26,CBE,google_play,excellent services
"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",1,2025-06-25,CBE,google_play,"i'll give 5 stars when the app has the function to see more than just a couple of transactions. right now, you can not even go back one month and see prior transaction. that is a standard banking function that also cbe should have. because of that only 1 start."
best of all,5,2025-06-25,CBE,google_play,best of all
"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,CBE,google_play,"the most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete i'd rate less if i could."
for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,1,2025-06-25,CBE,google_play,for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,google_play,we would appreciate it if the app can allow to take screensshot.
Easy to use and clear.,5,2025-06-24,CBE,google_play,easy to use and clear.
Easy to use,4,2025-06-23,CBE,google_play,easy to use
the best 👌,5,2025-06-23,CBE,google_play,the best 👌
super 🌟 start,5,2025-06-22,CBE,google_play,super 🌟 start
😲,5,2025-06-21,CBE,google_play,😲
It is so god,5,2025-06-21,CBE,google_play,it is so god
it's my life,5,2025-06-21,CBE,google_play,it's my life
great app,5,2025-06-19,CBE,google_play,great app
SUFaa milikesaa,5,2025-06-19,CBE,google_play,sufaa milikesaa
"Am not able to make screenshot,",1,2025-06-18,CBE,google_play,"am not able to make screenshot,"
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,google_play,setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx
Is too good,5,2025-06-17,CBE,google_play,is too good
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,google_play,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,google_play,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ
"it makes my life easy, and I feel like it deserves a 4-star.",4,2025-06-16,CBE,google_play,"it makes my life easy, and i feel like it deserves a 4-star."
It's best app but Please add(included) water bill payment ?,4,2025-06-16,CBE,google_play,it's best app but please add(included) water bill payment ?
the system works even from wherever I am abroad CBE☆☆☆☆☆,5,2025-06-15,CBE,google_play,the system works even from wherever i am abroad cbe☆☆☆☆☆
very nice to use this app,5,2025-06-14,CBE,google_play,very nice to use this app
Good service and have lightly internet accessed,3,2025-06-14,CBE,google_play,good service and have lightly internet accessed
the best mobile banking ever in Ethiopia,5,2025-06-13,CBE,google_play,the best mobile banking ever in ethiopia
good app fast,5,2025-06-13,CBE,google_play,good app fast
very good work cbe team well developed,5,2025-06-13,CBE,google_play,very good work cbe team well developed
Excellent and easy to access and uptodate.,5,2025-06-13,CBE,google_play,excellent and easy to access and uptodate.
Best mobile banking app in Ethiopian banking industry. Keep up CBE,5,2025-06-12,CBE,google_play,best mobile banking app in ethiopian banking industry. keep up cbe
it's very helpful app in any way in and out of the county of Ethiopia good luck,5,2025-06-12,CBE,google_play,it's very helpful app in any way in and out of the county of ethiopia good luck
So bad now and hard to use,5,2025-06-09,CBE,google_play,so bad now and hard to use
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,google_play,"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection."
Very amazing app indeed. I'm enjoying it,5,2025-06-08,CBE,google_play,very amazing app indeed. i'm enjoying it
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,google_play,a great app. it's like carrying a bank in your pocket.
