review,rating,date,bank,source
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,google_play
it's good app,5,2024-05-04,BOA,google_play
good,5,2024-05-04,BOA,google_play
Good service,5,2024-05-04,BOA,google_play
This app is not working!!,1,2024-05-04,BOA,google_play
ayseram yastelal,3,2024-05-04,BOA,google_play
this app not work why?pleas tell me,2,2024-05-04,BOA,google_play
I am comfortable with your good service,5,2024-05-04,BOA,google_play
betam yedadab app,1,2024-05-04,BOA,google_play
Good,5,2024-05-04,BOA,google_play
i like is app boA,4,2024-05-04,BOA,google_play
best app from any mobilebanking,5,2024-05-04,BOA,google_play
It crushes repeatedly,1,2024-05-03,BOA,google_play
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,google_play
Ok true,1,2024-05-03,BOA,google_play
Actually faster,4,2024-05-03,BOA,google_play
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,google_play
Good,1,2024-05-03,BOA,google_play
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,google_play
My #1 choice,5,2024-05-03,BOA,google_play
This application isn't working properly,1,2024-05-03,BOA,google_play
This is too poorer than the previous app.,1,2024-05-03,BOA,google_play
cool App Tnxes,5,2024-05-03,BOA,google_play
Not working 😕,1,2024-05-03,BOA,google_play
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,google_play
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,google_play
Yleiall,1,2024-05-03,BOA,google_play
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,google_play
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,google_play
Nice one thanks abisiniya,5,2024-05-03,BOA,google_play
it doesnt work it crashes,1,2024-05-03,BOA,google_play
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,google_play
Sorie,1,2024-05-03,BOA,google_play
Slow,1,2024-05-03,BOA,google_play
Plays,5,2024-05-02,BOA,google_play
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,BOA,google_play
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,google_play
Great app than others,5,2024-05-02,BOA,google_play
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,google_play
Good,5,2024-05-02,BOA,google_play
👎,1,2024-05-02,BOA,google_play
I think I remember it worked once upon time...,2,2024-05-02,BOA,google_play
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,google_play
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,google_play
Fix the bug.,1,2024-05-02,BOA,google_play
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,google_play
It always crashes,1,2024-05-02,BOA,google_play
Worst app ever. Barely works,1,2024-05-02,BOA,google_play
Good,3,2024-05-02,BOA,google_play
best,5,2024-05-02,BOA,google_play
Nice,5,2024-05-02,BOA,google_play
best,5,2024-05-02,BOA,google_play
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,google_play
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,google_play
Very bad app,2,2024-05-02,BOA,google_play
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,google_play
The worest mobile banking app,1,2024-05-02,BOA,google_play
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,google_play
Ayseram mnm,1,2024-05-01,BOA,google_play
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,google_play
Well,5,2024-05-01,BOA,google_play
good App and user friendly.,4,2024-05-01,BOA,google_play
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,google_play
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,BOA,google_play
What mean disable developer option?,5,2024-05-01,BOA,google_play
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,google_play
